name, version, nodes, throughput, goodput, mean, sd, rec, sent, batch_size, msg_size
27xablation6_0_2000_4_300, 6, 4, 2000, 582.459020, 8.196877, 5.127893, 14100, 20000, 300, 1
27xablation6_1_1200_4_300, 6, 4, 1200, 619.473517, 4.749575, 2.613417, 12000, 12000, 300, 1
27xablation6_2_4000_4_300, 6, 4, 4000, 548.731878, 10.645903, 6.141485, 12900, 40000, 300, 1
27xablation6_3_200_4_300, 6, 4, 200, 200.000000, 0.327705, 0.110132, 2000, 2000, 300, 1
27xablation6_4_3000_4_300, 6, 4, 3000, 567.878712, 9.577163, 5.889445, 13500, 30000, 300, 1
27xablation6_5_1200_4_300, 6, 4, 1200, 682.586800, 3.520472, 2.196057, 12000, 12000, 300, 1
27xablation6_6_600_4_300, 6, 4, 600, 600.000000, 0.481387, 0.054187, 6000, 6000, 300, 1
27xablation6_7_10_4_300, 6, 4, 10, 10.000000, 0.282717, 0.117492, 100, 100, 300, 1
27xablation6_8_200_4_300, 6, 4, 200, 200.000000, 0.281321, 0.051543, 2000, 2000, 300, 1
27xablation6_9_1600_4_300, 6, 4, 1600, 592.405483, 7.920277, 4.367340, 14100, 16000, 300, 1
27xablation6_10_400_4_300, 6, 4, 400, 400.000000, 0.355205, 0.046220, 4000, 4000, 300, 1
27xablation6_11_2000_4_300, 6, 4, 2000, 542.474560, 9.438609, 4.976734, 12900, 20000, 300, 1
27xablation6_12_50_4_300, 6, 4, 50, 50.000000, 0.242400, 0.046254, 500, 500, 300, 1
27xablation6_13_600_4_300, 6, 4, 600, 600.000000, 0.591373, 0.140897, 6000, 6000, 300, 1
27xablation6_14_1400_4_300, 6, 4, 1400, 607.182122, 6.318394, 3.694611, 14000, 14000, 300, 1
27xablation6_15_1800_4_300, 6, 4, 1800, 572.277034, 8.549735, 4.749283, 13683, 18000, 300, 1
27xablation6_16_2000_4_300, 6, 4, 2000, 584.142920, 8.283746, 5.028844, 14203, 20000, 300, 1
27xablation6_17_1000_4_300, 6, 4, 1000, 682.876060, 2.980622, 1.276802, 10000, 10000, 300, 1
27xablation6_18_100_4_300, 6, 4, 100, 100.000000, 0.282591, 0.110422, 1000, 1000, 300, 1
27xablation6_19_10_4_300, 6, 4, 10, 10.000000, 0.272362, 0.116030, 100, 100, 300, 1
27xablation6_20_1400_4_300, 6, 4, 1400, 600.018314, 6.467273, 3.821507, 14000, 14000, 300, 1
27xablation6_21_1800_4_300, 6, 4, 1800, 568.628221, 8.718339, 4.736720, 13500, 18000, 300, 1
27xablation6_22_4000_4_300, 6, 4, 4000, 532.367730, 10.902962, 6.256505, 12900, 40000, 300, 1
27xablation6_23_200_4_300, 6, 4, 200, 200.000000, 0.349694, 0.149932, 2000, 2000, 300, 1
27xablation6_24_1600_4_300, 6, 4, 1600, 619.478480, 7.198498, 4.317860, 15000, 16000, 300, 1
27xablation6_25_400_4_300, 6, 4, 400, 400.000000, 0.393182, 0.123027, 4000, 4000, 300, 1
27xablation6_26_1800_4_300, 6, 4, 1800, 567.660164, 8.506335, 4.658188, 13717, 18000, 300, 1
27xablation6_27_1600_4_300, 6, 4, 1600, 611.427491, 7.214503, 4.434200, 14753, 16000, 300, 1
27xablation6_28_1_4_300, 6, 4, 1, 1.000000, 0.482253, 0.205256, 10, 10, 300, 1
27xablation6_29_1200_4_300, 6, 4, 1200, 664.275130, 4.058082, 2.307081, 12000, 12000, 300, 1
27xablation6_30_100_4_300, 6, 4, 100, 100.000000, 0.252285, 0.056855, 1000, 1000, 300, 1
27xablation6_31_50_4_300, 6, 4, 50, 50.000000, 0.244615, 0.066162, 500, 500, 300, 1
27xablation6_32_3000_4_300, 6, 4, 3000, 557.826106, 10.370657, 5.643921, 13200, 30000, 300, 1
27xablation6_33_3000_4_300, 6, 4, 3000, 564.940748, 9.818871, 5.825846, 13638, 30000, 300, 1
27xablation6_34_800_4_300, 6, 4, 800, 756.623253, 0.880997, 0.150765, 8000, 8000, 300, 1
27xablation6_35_1000_4_300, 6, 4, 1000, 717.756857, 2.269879, 1.162469, 10000, 10000, 300, 1
27xablation6_36_1000_4_300, 6, 4, 1000, 670.078152, 2.698261, 1.268343, 10000, 10000, 300, 1
27xablation6_37_1_4_300, 6, 4, 1, 1.000000, 0.669108, 0.535948, 10, 10, 300, 1
27xablation6_38_800_4_300, 6, 4, 800, 772.551555, 0.903359, 0.101694, 8000, 8000, 300, 1
27xablation6_39_4000_4_300, 6, 4, 4000, 566.534492, 10.343394, 6.289448, 13500, 40000, 300, 1
27xablation6_40_600_4_300, 6, 4, 600, 600.000000, 0.542756, 0.103101, 6000, 6000, 300, 1
27xablation6_41_100_4_300, 6, 4, 100, 100.000000, 0.253917, 0.079425, 1000, 1000, 300, 1
27xablation6_42_400_4_300, 6, 4, 400, 399.488596, 0.354953, 0.067861, 4000, 4000, 300, 1
27xablation6_43_10_4_300, 6, 4, 10, 10.000000, 0.263008, 0.099332, 100, 100, 300, 1
27xablation6_44_50_4_300, 6, 4, 50, 50.000000, 0.231076, 0.046592, 500, 500, 300, 1
27xablation6_45_1400_4_300, 6, 4, 1400, 640.406140, 6.111771, 3.566223, 14000, 14000, 300, 1
27xablation6_46_800_4_300, 6, 4, 800, 744.464889, 0.770788, 0.099769, 8000, 8000, 300, 1
27xablation6_47_1_4_300, 6, 4, 1, 1.000000, 0.417023, 0.047300, 10, 10, 300, 1
