name, version, nodes, throughput, goodput, mean, sd, rec, sent, batch_size, msg_size
27xablation1_0_400_4_300, 1, 4, 400, 197.883250, 2.748125, 1.792334, 4000, 4000, 300, 1
27xablation1_1_600_4_300, 1, 4, 600, 354.347037, 3.895605, 2.748812, 5011, 6000, 300, 1
27xablation1_2_50_4_300, 1, 4, 50, 49.009443, 0.567445, 0.170855, 500, 500, 300, 1
27xablation1_3_1000_4_300, 1, 4, 1000, 442.500000, 3.588042, 2.415957, 4425, 10000, 300, 1
27xablation1_4_2000_4_300, 1, 4, 2000, 542.700000, 4.284819, 2.536865, 5427, 20000, 300, 1
27xablation1_5_1400_4_300, 1, 4, 1400, 381.097499, 11.315796, 8.043840, 8381, 14000, 300, 1
27xablation1_6_3000_4_300, 1, 4, 3000, 463.100000, 3.648061, 1.933291, 4631, 30000, 300, 1
27xablation1_7_200_4_300, 1, 4, 200, 170.843566, 1.297729, 0.625327, 2000, 2000, 300, 1
27xablation1_8_50_4_300, 1, 4, 50, 47.221507, 0.598372, 0.165912, 500, 500, 300, 1
27xablation1_9_800_4_300, 1, 4, 800, 428.497694, 5.447965, 3.651423, 6286, 8000, 300, 1
27xablation1_10_800_4_300, 1, 4, 800, 432.448062, 4.919338, 3.334797, 6141, 8000, 300, 1
27xablation1_11_1800_4_300, 1, 4, 1800, 449.400000, 3.480822, 2.116088, 4494, 18000, 300, 1
27xablation1_12_100_4_300, 1, 4, 100, 86.603173, 0.750073, 0.272207, 1000, 1000, 300, 1
27xablation1_13_1200_4_300, 1, 4, 1200, 462.850936, 5.208453, 3.512938, 5392, 12000, 300, 1
27xablation1_14_1400_4_300, 1, 4, 1400, 443.161738, 7.679966, 5.266097, 6754, 14000, 300, 1
27xablation1_15_3000_4_300, 1, 4, 3000, 313.300000, 2.119033, 0.956661, 3133, 30000, 300, 1
27xablation1_16_800_4_300, 1, 4, 800, 402.533073, 6.428797, 4.413052, 7081, 8000, 300, 1
27xablation1_17_600_4_300, 1, 4, 600, 280.463643, 5.942628, 4.802959, 6000, 6000, 300, 1
27xablation1_18_400_4_300, 1, 4, 400, 277.431006, 2.847169, 2.084281, 4000, 4000, 300, 1
27xablation1_19_1_4_300, 1, 4, 1, 1.000000, 0.655389, 0.222434, 10, 10, 300, 1
27xablation1_20_3000_4_300, 1, 4, 3000, 493.700000, 4.248401, 2.424936, 4937, 30000, 300, 1
27xablation1_21_100_4_300, 1, 4, 100, 88.947676, 0.779029, 0.288387, 1000, 1000, 300, 1
27xablation1_22_1200_4_300, 1, 4, 1200, 534.583972, 5.029217, 3.154358, 6011, 12000, 300, 1
27xablation1_23_600_4_300, 1, 4, 600, 301.538506, 5.843824, 4.460707, 6000, 6000, 300, 1
27xablation1_24_1400_4_300, 1, 4, 1400, 412.009278, 11.774991, 7.916748, 9613, 14000, 300, 1
27xablation1_25_100_4_300, 1, 4, 100, 88.938190, 0.767729, 0.287200, 1000, 1000, 300, 1
27xablation1_26_1200_4_300, 1, 4, 1200, 452.777940, 7.614991, 5.210885, 7555, 12000, 300, 1
27xablation1_27_2000_4_300, 1, 4, 2000, 563.980514, 6.537459, 4.213536, 6680, 20000, 300, 1
27xablation1_28_400_4_300, 1, 4, 400, 245.337196, 2.824630, 2.287698, 4000, 4000, 300, 1
27xablation1_29_4000_4_300, 1, 4, 4000, 363.500000, 2.940410, 0.749896, 3635, 40000, 300, 1
27xablation1_30_1800_4_300, 1, 4, 1800, 475.180477, 9.024573, 5.839189, 7787, 18000, 300, 1
27xablation1_31_2000_4_300, 1, 4, 2000, 481.149427, 9.871499, 6.478480, 8318, 20000, 300, 1
27xablation1_32_200_4_300, 1, 4, 200, 165.872891, 1.204709, 0.683699, 2000, 2000, 300, 1
27xablation1_33_10_4_300, 1, 4, 10, 10.000000, 0.487134, 0.190257, 100, 100, 300, 1
27xablation1_34_1600_4_300, 1, 4, 1600, 466.010029, 7.548301, 5.098690, 6719, 16000, 300, 1
27xablation1_35_1000_4_300, 1, 4, 1000, 429.119538, 5.257731, 3.643240, 5523, 10000, 300, 1
27xablation1_36_10_4_300, 1, 4, 10, 10.000000, 0.452601, 0.101421, 100, 100, 300, 1
27xablation1_37_1000_4_300, 1, 4, 1000, 495.444558, 4.446904, 2.761648, 5227, 10000, 300, 1
27xablation1_38_50_4_300, 1, 4, 50, 48.758609, 0.592480, 0.171887, 500, 500, 300, 1
27xablation1_39_4000_4_300, 1, 4, 4000, 342.100000, 2.540342, 0.311692, 3421, 40000, 300, 1
27xablation1_40_1_4_300, 1, 4, 1, 1.000000, 0.521032, 0.098596, 10, 10, 300, 1
27xablation1_41_1_4_300, 1, 4, 1, 1.000000, 0.525745, 0.135392, 10, 10, 300, 1
27xablation1_42_1600_4_300, 1, 4, 1600, 465.291797, 7.987743, 5.309492, 7155, 16000, 300, 1
27xablation1_43_1800_4_300, 1, 4, 1800, 0.000000, -nan, -nan, 0, 18000, 300, 1
27xablation1_44_1600_4_300, 1, 4, 1600, 477.895679, 6.483178, 4.550057, 6300, 16000, 300, 1
27xablation1_45_4000_4_300, 1, 4, 4000, 554.320516, 10.109279, 6.022180, 8428, 40000, 300, 1
27xablation1_46_200_4_300, 1, 4, 200, 157.680254, 1.154687, 0.549585, 2000, 2000, 300, 1
27xablation1_47_10_4_300, 1, 4, 10, 0.000000, -nan, -nan, 0, 100, 300, 1
