name, version, nodes, throughput, goodput, mean, sd, rec, sent, batch_size, msg_size
04ablation6_0_2000_4_300, 6, 4, 2000, 756.772489, 6.119837, 4.380514, 18512, 20000, 300, 1
04ablation6_1_25_4_300, 6, 4, 25, 25.000000, 0.081216, 0.050909, 250, 250, 300, 1
04ablation6_2_600_4_300, 6, 4, 600, 590.822927, 0.179674, 0.067300, 6000, 6000, 300, 1
04ablation6_3_100_4_300, 6, 4, 100, 100.000000, 0.107414, 0.094939, 1000, 1000, 300, 1
04ablation6_4_800_4_300, 6, 4, 800, 768.780300, 0.244707, 0.099869, 8000, 8000, 300, 1
04ablation6_5_1800_4_300, 6, 4, 1800, 790.087881, 5.165417, 3.768233, 18000, 18000, 300, 1
04ablation6_6_1400_4_300, 6, 4, 1400, 955.198905, 1.553540, 1.255414, 14000, 14000, 300, 1
04ablation6_7_1_4_300, 6, 4, 1, 1.000000, 0.152104, 0.166291, 10, 10, 300, 1
04ablation6_8_1_4_300, 6, 4, 1, 1.000000, 0.145241, 0.181423, 10, 10, 300, 1
04ablation6_9_800_4_300, 6, 4, 800, 785.673383, 0.236672, 0.099586, 8000, 8000, 300, 1
04ablation6_10_2000_4_300, 6, 4, 2000, 768.494698, 5.876574, 4.372670, 18936, 20000, 300, 1
04ablation6_11_1000_4_300, 6, 4, 1000, 947.516252, 0.385899, 0.149969, 10000, 10000, 300, 1
04ablation6_12_100_4_300, 6, 4, 100, 100.000000, 0.082221, 0.034101, 1000, 1000, 300, 1
04ablation6_13_1400_4_300, 6, 4, 1400, 786.527318, 3.781172, 2.063689, 14000, 14000, 300, 1
04ablation6_14_50_4_300, 6, 4, 50, 50.000000, 0.083215, 0.050043, 500, 500, 300, 1
04ablation6_15_50_4_300, 6, 4, 50, 50.000000, 0.083873, 0.067812, 500, 500, 300, 1
04ablation6_16_1200_4_300, 6, 4, 1200, 1047.285916, 0.622202, 0.368584, 12000, 12000, 300, 1
04ablation6_17_1_4_300, 6, 4, 1, 1.000000, 0.087803, 0.030533, 10, 10, 300, 1
04ablation6_18_50_4_300, 6, 4, 50, 50.000000, 0.073656, 0.034747, 500, 500, 300, 1
04ablation6_19_2000_4_300, 6, 4, 2000, 734.117535, 6.910234, 4.430638, 17700, 20000, 300, 1
04ablation6_20_1200_4_300, 6, 4, 1200, 952.974243, 1.088110, 0.540088, 12000, 12000, 300, 1
04ablation6_21_400_4_300, 6, 4, 400, 395.048011, 0.148661, 0.064415, 4000, 4000, 300, 1
04ablation6_22_600_4_300, 6, 4, 600, 591.256165, 0.182202, 0.070995, 6000, 6000, 300, 1
04ablation6_23_1400_4_300, 6, 4, 1400, 984.429958, 1.593911, 1.249921, 14000, 14000, 300, 1
04ablation6_24_400_4_300, 6, 4, 400, 399.219460, 0.149384, 0.065995, 4000, 4000, 300, 1
04ablation6_25_200_4_300, 6, 4, 200, 198.920618, 0.124020, 0.078611, 2000, 2000, 300, 1
04ablation6_26_1600_4_300, 6, 4, 1600, 870.175411, 3.196016, 2.265488, 16000, 16000, 300, 1
04ablation6_27_800_4_300, 6, 4, 800, 771.878681, 0.285114, 0.138191, 8000, 8000, 300, 1
04ablation6_28_1600_4_300, 6, 4, 1600, 857.387858, 3.118069, 2.457749, 16000, 16000, 300, 1
04ablation6_29_200_4_300, 6, 4, 200, 198.997907, 0.104568, 0.047149, 2000, 2000, 300, 1
04ablation6_30_1600_4_300, 6, 4, 1600, 849.435391, 3.166326, 2.455507, 16000, 16000, 300, 1
04ablation6_31_200_4_300, 6, 4, 200, 199.628839, 0.131753, 0.117822, 2000, 2000, 300, 1
04ablation6_32_1800_4_300, 6, 4, 1800, 790.581905, 4.782794, 3.644323, 18000, 18000, 300, 1
04ablation6_33_400_4_300, 6, 4, 400, 395.190057, 0.189012, 0.144769, 4000, 4000, 300, 1
04ablation6_34_600_4_300, 6, 4, 600, 587.152350, 0.177425, 0.072887, 6000, 6000, 300, 1
04ablation6_35_1000_4_300, 6, 4, 1000, 950.147692, 0.367557, 0.155356, 10000, 10000, 300, 1
04ablation6_36_1000_4_300, 6, 4, 1000, 971.890276, 0.300366, 0.136607, 10000, 10000, 300, 1
04ablation6_37_25_4_300, 6, 4, 25, 25.000000, 0.075951, 0.060911, 250, 250, 300, 1
04ablation6_38_1200_4_300, 6, 4, 1200, 1054.322811, 0.526928, 0.310600, 12000, 12000, 300, 1
04ablation6_39_100_4_300, 6, 4, 100, 99.984984, 0.093076, 0.052786, 1000, 1000, 300, 1
04ablation6_40_25_4_300, 6, 4, 25, 24.965819, 0.061591, 0.028479, 250, 250, 300, 1
04ablation6_41_1800_4_300, 6, 4, 1800, 779.575514, 4.896340, 3.698124, 18000, 18000, 300, 1
