name, version, nodes, throughput, goodput, mean, sd, rec, sent, batch_size, msg_size
06ablation6_0_25_4_300, 6, 4, 25, 25.000000, 0.070728, 0.046350, 250, 250, 300, 1
06ablation6_1_600_4_300, 6, 4, 600, 584.695377, 0.224131, 0.114813, 6000, 6000, 300, 1
06ablation6_2_400_4_300, 6, 4, 400, 393.337223, 0.175553, 0.140726, 4000, 4000, 300, 1
06ablation6_3_1_4_300, 6, 4, 1, 1.000000, 0.096560, 0.033651, 10, 10, 300, 1
06ablation6_4_1200_4_300, 6, 4, 1200, 1022.601310, 0.688342, 0.351008, 12000, 12000, 300, 1
06ablation6_5_1000_4_300, 6, 4, 1000, 980.491811, 0.302168, 0.141324, 10000, 10000, 300, 1
06ablation6_6_200_4_300, 6, 4, 200, 199.214099, 0.105958, 0.048952, 2000, 2000, 300, 1
06ablation6_7_1_4_300, 6, 4, 1, 1.000000, 0.136474, 0.115005, 10, 10, 300, 1
06ablation6_8_100_4_300, 6, 4, 100, 100.000000, 0.083666, 0.047171, 1000, 1000, 300, 1
06ablation6_9_1400_4_300, 6, 4, 1400, 829.722870, 2.824505, 1.799526, 14000, 14000, 300, 1
06ablation6_10_400_4_300, 6, 4, 400, 394.887151, 0.139744, 0.052816, 4000, 4000, 300, 1
06ablation6_11_600_4_300, 6, 4, 600, 589.416999, 0.239100, 0.139047, 6000, 6000, 300, 1
06ablation6_12_2000_4_300, 6, 4, 2000, 741.320963, 6.371416, 4.428560, 18414, 20000, 300, 1
06ablation6_13_25_4_300, 6, 4, 25, 25.000000, 0.072150, 0.037996, 250, 250, 300, 1
06ablation6_14_1200_4_300, 6, 4, 1200, 1034.021673, 0.587271, 0.394403, 12000, 12000, 300, 1
06ablation6_15_800_4_300, 6, 4, 800, 782.504980, 0.266814, 0.103968, 8000, 8000, 300, 1
06ablation6_16_1600_4_300, 6, 4, 1600, 805.757553, 4.017678, 2.701035, 16000, 16000, 300, 1
06ablation6_17_50_4_300, 6, 4, 50, 49.915423, 0.087581, 0.058784, 500, 500, 300, 1
06ablation6_18_1800_4_300, 6, 4, 1800, 736.098086, 5.858906, 4.064501, 18000, 18000, 300, 1
06ablation6_19_1000_4_300, 6, 4, 1000, 941.929613, 0.548207, 0.230513, 10000, 10000, 300, 1
06ablation6_20_1800_4_300, 6, 4, 1800, 749.947543, 5.772752, 3.954358, 18000, 18000, 300, 1
06ablation6_21_2000_4_300, 6, 4, 2000, 747.549406, 6.492150, 4.489737, 18427, 20000, 300, 1
06ablation6_22_50_4_300, 6, 4, 50, 50.000000, 0.070811, 0.030804, 500, 500, 300, 1
06ablation6_23_50_4_300, 6, 4, 50, 49.757888, 0.099578, 0.097114, 500, 500, 300, 1
06ablation6_24_1600_4_300, 6, 4, 1600, 891.811157, 2.855562, 2.295456, 16000, 16000, 300, 1
06ablation6_25_200_4_300, 6, 4, 200, 199.744441, 0.110326, 0.055023, 2000, 2000, 300, 1
06ablation6_26_1600_4_300, 6, 4, 1600, 848.075274, 3.519155, 2.483294, 16000, 16000, 300, 1
06ablation6_27_1_4_300, 6, 4, 1, 1.000000, 0.259230, 0.373620, 10, 10, 300, 1
06ablation6_28_2000_4_300, 6, 4, 2000, 772.013636, 5.920618, 4.375323, 18830, 20000, 300, 1
06ablation6_29_1200_4_300, 6, 4, 1200, 1024.573937, 0.610230, 0.367870, 12000, 12000, 300, 1
06ablation6_30_100_4_300, 6, 4, 100, 99.917721, 0.088599, 0.056602, 1000, 1000, 300, 1
06ablation6_31_100_4_300, 6, 4, 100, 100.000000, 0.092854, 0.053923, 1000, 1000, 300, 1
06ablation6_32_400_4_300, 6, 4, 400, 400.000000, 0.138436, 0.050627, 4000, 4000, 300, 1
06ablation6_33_1400_4_300, 6, 4, 1400, 968.827759, 1.513938, 1.182400, 14000, 14000, 300, 1
06ablation6_34_200_4_300, 6, 4, 200, 199.452793, 0.095687, 0.038942, 2000, 2000, 300, 1
06ablation6_35_800_4_300, 6, 4, 800, 775.052328, 0.265074, 0.122097, 8000, 8000, 300, 1
06ablation6_36_1800_4_300, 6, 4, 1800, 790.861652, 4.689718, 3.620881, 18000, 18000, 300, 1
06ablation6_37_600_4_300, 6, 4, 600, 590.364181, 0.189018, 0.088204, 6000, 6000, 300, 1
06ablation6_38_25_4_300, 6, 4, 25, 25.000000, 0.065973, 0.032484, 250, 250, 300, 1
06ablation6_39_800_4_300, 6, 4, 800, 773.529077, 0.296542, 0.147697, 8000, 8000, 300, 1
06ablation6_40_1000_4_300, 6, 4, 1000, 941.118086, 0.338894, 0.136170, 10000, 10000, 300, 1
06ablation6_41_1400_4_300, 6, 4, 1400, 924.152825, 2.187935, 1.414541, 14000, 14000, 300, 1
