name, version, nodes, throughput, goodput, mean, sd, rec, sent, batch_size, msg_size
28xablation1_0_4000_4_300, 1, 4, 4000, 85.045349, 9.090467, 7.271681, 1800, 40000, 300, 1
28xablation1_1_200_4_300, 1, 4, 200, 80.456035, 3.885977, 4.269418, 1940, 2000, 300, 1
28xablation1_2_800_4_300, 1, 4, 800, 102.570708, 6.640747, 5.390025, 1800, 8000, 300, 1
28xablation1_3_1600_4_300, 1, 4, 1600, 87.003159, 8.209718, 6.702100, 1800, 16000, 300, 1
28xablation1_4_1600_4_300, 1, 4, 1600, 87.783453, 7.584256, 6.475472, 1800, 16000, 300, 1
28xablation1_5_1800_4_300, 1, 4, 1800, 88.100937, 7.980445, 6.632739, 1800, 18000, 300, 1
28xablation1_6_10_4_300, 1, 4, 10, 10.000000, 0.438152, 0.129235, 100, 100, 300, 1
28xablation1_7_100_4_300, 1, 4, 100, 93.790151, 0.709950, 0.249793, 1000, 1000, 300, 1
28xablation1_8_600_4_300, 1, 4, 600, 77.424660, 6.432704, 5.725668, 1856, 6000, 300, 1
28xablation1_9_1400_4_300, 1, 4, 1400, 90.152385, 7.988377, 6.420949, 1800, 14000, 300, 1
28xablation1_10_1200_4_300, 1, 4, 1200, 94.181985, 7.282964, 6.051667, 1800, 12000, 300, 1
28xablation1_11_1400_4_300, 1, 4, 1400, 0.000000, -nan, -nan, 0, 14000, 300, 1
28xablation1_12_600_4_300, 1, 4, 600, 76.674767, 6.080532, 5.240018, 1808, 6000, 300, 1
28xablation1_13_1_4_300, 1, 4, 1, 1.000000, 0.506677, 0.099463, 10, 10, 300, 1
28xablation1_14_10_4_300, 1, 4, 10, 10.000000, 0.421869, 0.099778, 100, 100, 300, 1
28xablation1_15_200_4_300, 1, 4, 200, 80.533699, 3.849539, 4.113964, 1910, 2000, 300, 1
28xablation1_16_4000_4_300, 1, 4, 4000, 81.424395, 9.236353, 7.463372, 1800, 40000, 300, 1
28xablation1_17_1000_4_300, 1, 4, 1000, 91.522814, 7.424383, 6.090551, 1800, 10000, 300, 1
28xablation1_18_600_4_300, 1, 4, 600, 95.673255, 6.408077, 5.504075, 1800, 6000, 300, 1
28xablation1_19_2000_4_300, 1, 4, 2000, 89.600081, 7.984563, 6.503703, 1800, 20000, 300, 1
28xablation1_20_50_4_300, 1, 4, 50, 0.000000, -nan, -nan, 0, 500, 300, 1
28xablation1_21_400_4_300, 1, 4, 400, 79.854035, 6.404750, 6.026832, 1957, 4000, 300, 1
28xablation1_22_1000_4_300, 1, 4, 1000, 86.214383, 7.810868, 6.337320, 1800, 10000, 300, 1
28xablation1_23_400_4_300, 1, 4, 400, 81.385329, 6.283792, 5.878437, 1963, 4000, 300, 1
28xablation1_24_1800_4_300, 1, 4, 1800, 87.095704, 8.280598, 6.738051, 1800, 18000, 300, 1
28xablation1_25_1600_4_300, 1, 4, 1600, 92.196513, 7.455517, 6.298519, 1800, 16000, 300, 1
28xablation1_26_2000_4_300, 1, 4, 2000, 85.284103, 8.556419, 6.784423, 1800, 20000, 300, 1
28xablation1_27_3000_4_300, 1, 4, 3000, 91.952085, 7.967346, 6.528217, 1800, 30000, 300, 1
28xablation1_28_1800_4_300, 1, 4, 1800, 90.248653, 8.042368, 6.575494, 1800, 18000, 300, 1
28xablation1_29_10_4_300, 1, 4, 10, 10.000000, 0.396122, 0.087964, 100, 100, 300, 1
28xablation1_30_3000_4_300, 1, 4, 3000, 89.435462, 8.325985, 6.835158, 1800, 30000, 300, 1
28xablation1_31_100_4_300, 1, 4, 100, 94.436822, 0.682460, 0.263936, 1000, 1000, 300, 1
28xablation1_32_1400_4_300, 1, 4, 1400, 88.012204, 8.490587, 6.585661, 1800, 14000, 300, 1
28xablation1_33_200_4_300, 1, 4, 200, 81.823553, 3.912850, 4.245573, 1934, 2000, 300, 1
28xablation1_34_2000_4_300, 1, 4, 2000, 89.920745, 8.178038, 6.519800, 1800, 20000, 300, 1
28xablation1_35_1200_4_300, 1, 4, 1200, 91.246243, 7.428476, 6.256757, 1800, 12000, 300, 1
28xablation1_36_800_4_300, 1, 4, 800, 89.673016, 7.438905, 5.971993, 1800, 8000, 300, 1
28xablation1_37_1_4_300, 1, 4, 1, 1.000000, 0.469963, 0.095924, 10, 10, 300, 1
28xablation1_38_1000_4_300, 1, 4, 1000, 90.437516, 7.280782, 6.023544, 1800, 10000, 300, 1
28xablation1_39_100_4_300, 1, 4, 100, 90.980104, 0.664767, 0.249423, 1000, 1000, 300, 1
28xablation1_40_1200_4_300, 1, 4, 1200, 88.331691, 7.879355, 6.444283, 1800, 12000, 300, 1
28xablation1_41_4000_4_300, 1, 4, 4000, 81.055070, 9.323757, 7.446797, 1800, 40000, 300, 1
28xablation1_42_1_4_300, 1, 4, 1, 1.000000, 0.506425, 0.122528, 10, 10, 300, 1
28xablation1_43_800_4_300, 1, 4, 800, 75.312349, 6.574888, 5.671399, 1810, 8000, 300, 1
28xablation1_44_3000_4_300, 1, 4, 3000, 84.978359, 9.353343, 7.038170, 1800, 30000, 300, 1
28xablation1_45_400_4_300, 1, 4, 400, 78.789283, 5.550826, 4.866523, 1815, 4000, 300, 1
28xablation1_46_50_4_300, 1, 4, 50, 47.372038, 0.549577, 0.164517, 500, 500, 300, 1
28xablation1_47_50_4_300, 1, 4, 50, 47.300453, 0.501948, 0.144471, 500, 500, 300, 1
