"filename", "language", "OCaml", "capnp", "Python", "OCaml Interface", "comment", "blank", "total"
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/api_wrapper.ml", "OCaml", 160, 0, 0, 0, 2, 15, 177
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/api_wrapper.mli", "OCaml Interface", 0, 0, 0, 5, 0, 1, 6
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/consensus.ml", "OCaml", 3, 0, 0, 0, 0, 1, 4
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/consensus.mli", "OCaml Interface", 0, 0, 0, 10, 3, 4, 17
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/consensus.pp.ml", "OCaml", 8, 0, 0, 0, 0, 0, 8
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/consensus.pp.mli", "OCaml Interface", 0, 0, 0, 7, 0, 0, 7
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/consensus_chained_impl.ml", "OCaml", 180, 0, 0, 0, 9, 20, 209
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/consensus_chained_impl.pp.ml", "OCaml", 572, 0, 0, 0, 0, 2, 574
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/consensus_chained_test.ml", "OCaml", 1135, 0, 0, 0, 16, 26, 1177
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/consensus_chained_test.pp.ml", "OCaml", 1902, 0, 0, 0, 0, 12, 1914
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/consensus_impl.ml", "OCaml", 218, 0, 0, 0, 7, 21, 246
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/consensus_impl.pp.ml", "OCaml", 632, 0, 0, 0, 6, 2, 640
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/consensus_test.ml", "OCaml", 1381, 0, 0, 0, 25, 32, 1438
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/consensus_test.pp.ml", "OCaml", 624, 0, 0, 0, 1614, 0, 2238
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/crypto_util.ml", "OCaml", 77, 0, 0, 0, 2, 6, 85
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/crypto_util.pp.ml", "OCaml", 260, 0, 0, 0, 0, 0, 260
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/crypto_util_test.ml", "OCaml", 24, 0, 0, 0, 0, 2, 26
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/crypto_util_test.pp.ml", "OCaml", 142, 0, 0, 0, 0, 0, 142
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/types.ml", "OCaml", 39, 0, 0, 0, 1, 7, 47
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/types.mli", "OCaml Interface", 0, 0, 0, 39, 1, 7, 47
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/types.pp.ml", "OCaml", 22, 0, 0, 0, 0, 0, 22
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/types.pp.mli", "OCaml Interface", 0, 0, 0, 11, 0, 0, 11
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/util.ml", "OCaml", 192, 0, 0, 0, 5, 31, 228
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/util.pp.ml", "OCaml", 612, 0, 0, 0, 0, 1, 613
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/util_test.ml", "OCaml", 76, 0, 0, 0, 0, 12, 88
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/consensus/util_test.pp.ml", "OCaml", 426, 0, 0, 0, 0, 1, 427
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/dummy.ml", "OCaml", 42, 0, 0, 0, 3, 9, 54
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/hs_api.capnp", "capnp", 0, 53, 0, 0, 0, 7, 60
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/hs_api.ml", "OCaml", 1225, 0, 0, 0, 0, 21, 1246
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/hs_api.mli", "OCaml Interface", 0, 0, 0, 487, 0, 10, 497
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/load_gen_dummy.ml", "OCaml", 131, 0, 0, 0, 10, 19, 160
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/net.ml", "OCaml", 107, 0, 0, 0, 6, 7, 120
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/types.ml", "OCaml", 28, 0, 0, 0, 0, 1, 29
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build/default/util.ml", "OCaml", 91, 0, 0, 0, 5, 12, 108
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build0/default/api_wrapper.ml", "OCaml", 160, 0, 0, 0, 2, 15, 177
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build0/default/api_wrapper.mli", "OCaml Interface", 0, 0, 0, 5, 0, 1, 6
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build0/default/consensus/consensus.ml", "OCaml", 3, 0, 0, 0, 0, 1, 4
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build0/default/consensus/consensus.mli", "OCaml Interface", 0, 0, 0, 10, 3, 4, 17
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build0/default/consensus/consensus.pp.ml", "OCaml", 8, 0, 0, 0, 0, 0, 8
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build0/default/consensus/consensus.pp.mli", "OCaml Interface", 0, 0, 0, 7, 0, 0, 7
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build0/default/consensus/consensus_chained_impl.ml", "OCaml", 180, 0, 0, 0, 9, 20, 209
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build0/default/consensus/consensus_chained_impl.pp.ml", "OCaml", 542, 0, 0, 0, 31, 2, 575
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build0/default/consensus/consensus_chained_test.ml", "OCaml", 1135, 0, 0, 0, 16, 26, 1177
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build0/default/consensus/consensus_chained_test.pp.ml", "OCaml", 1865, 0, 0, 0, 0, 12, 1877
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build0/default/consensus/consensus_impl.ml", "OCaml", 218, 0, 0, 0, 7, 21, 246
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build0/default/consensus/consensus_impl.pp.ml", "OCaml", 637, 0, 0, 0, 6, 2, 645
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/_build0/default/consensus/consensus_test.ml", "OCaml", 1381, 0, 0, 0, 25, 32, 1438
