name, version, nodes, throughput, goodput, mean, sd, rec, sent, batch_size, msg_size
28ablation1_0_1800_4_300, 1, 4, 1800, 93.491440, 7.510831, 6.250194, 1800, 18000, 300, 1
28ablation1_1_400_4_300, 1, 4, 400, 78.745423, 5.656736, 4.941769, 1813, 4000, 300, 1
28ablation1_2_200_4_300, 1, 4, 200, 0.000000, -nan, -nan, 0, 2000, 300, 1
28ablation1_3_800_4_300, 1, 4, 800, 94.081046, 7.011202, 5.763976, 1800, 8000, 300, 1
28ablation1_4_1000_4_300, 1, 4, 1000, 75.027138, 7.003784, 5.704996, 1808, 10000, 300, 1
28ablation1_5_3000_4_300, 1, 4, 3000, 82.675316, 9.160471, 7.130037, 1800, 30000, 300, 1
28ablation1_6_3000_4_300, 1, 4, 3000, 85.514227, 8.774900, 6.994788, 1800, 30000, 300, 1
28ablation1_7_1_4_300, 1, 4, 1, 0.200000, 0.537549, 0.163964, 2, 10, 300, 1
28ablation1_8_50_4_300, 1, 4, 50, 48.756158, 0.510788, 0.145062, 500, 500, 300, 1
28ablation1_9_1000_4_300, 1, 4, 1000, 91.574013, 7.409264, 6.194891, 1800, 10000, 300, 1
28ablation1_10_800_4_300, 1, 4, 800, 86.911271, 6.795188, 5.774810, 1800, 8000, 300, 1
28ablation1_11_1600_4_300, 1, 4, 1600, 86.225690, 7.887608, 6.460242, 1800, 16000, 300, 1
28ablation1_12_50_4_300, 1, 4, 50, 47.014069, 0.532179, 0.151502, 500, 500, 300, 1
28ablation1_13_400_4_300, 1, 4, 400, 79.014169, 5.744005, 5.126156, 1834, 4000, 300, 1
28ablation1_14_4000_4_300, 1, 4, 4000, 87.300084, 8.989944, 7.061090, 1800, 40000, 300, 1
28ablation1_15_1000_4_300, 1, 4, 1000, 91.839255, 7.453094, 6.134698, 1800, 10000, 300, 1
28ablation1_16_1200_4_300, 1, 4, 1200, 94.130841, 7.344196, 5.976012, 1800, 12000, 300, 1
28ablation1_17_1_4_300, 1, 4, 1, 1.000000, 0.496049, 0.085963, 10, 10, 300, 1
28ablation1_18_200_4_300, 1, 4, 200, 81.358841, 3.904936, 4.220533, 1941, 2000, 300, 1
28ablation1_19_100_4_300, 1, 4, 100, 92.415202, 0.724702, 0.275573, 1000, 1000, 300, 1
