name, chained, nodes, throughput, goodput, mean, sd, rec, sent, batch_size, msg_size
test0_8000_1_450, n, 1, 8000, -0.000000, 0.000000, 0.000000, 0, 80000, 1, 450
test1_600_1_300, n, 1, 600, 599.275977, 0.008624, 0.005542, 5992, 6000, 1, 300
test2_50_1_100, n, 1, 50, 49.997966, 0.006742, 0.009367, 499, 500, 1, 100
test3_10_1_1, n, 1, 10, 9.999595, 0.000468, 0.000186, 99, 100, 1, 1
test4_1000_1_100, n, 1, 1000, 997.596656, 0.008356, 0.005889, 9975, 10000, 1, 100
test5_2000_1_1, n, 1, 2000, 1999.313239, 0.019534, 0.013579, 19994, 20000, 1, 1
test6_600_1_100, n, 1, 600, 598.567009, 0.018760, 0.013406, 5985, 6000, 1, 100
test7_8000_1_600, n, 1, 8000, -0.000000, 0.000000, 0.000000, 0, 80000, 1, 600
test8_1000_1_450, n, 1, 1000, 734.166834, 0.015726, 0.033754, 7390, 10000, 1, 450
test9_10_1_600, n, 1, 10, 9.991048, 0.005126, 0.003875, 99, 100, 1, 600
test10_1000_1_50, n, 1, 1000, 999.799798, 0.018493, 0.013687, 9997, 10000, 1, 50
test11_2000_1_1, n, 1, 2000, 1997.184665, 0.019739, 0.013606, 19971, 20000, 1, 1
test12_600_1_300, n, 1, 600, 599.446712, 0.008616, 0.005577, 5994, 6000, 1, 300
test13_1000_1_450, n, 1, 1000, 1026.081321, 0.023401, 0.033463, 9990, 10000, 1, 450
test14_1_1_450, n, 1, 1, 0.998883, 0.002845, 0.001665, 9, 10, 1, 450
test15_800_1_1, n, 1, 800, 799.943248, 0.018164, 0.013735, 7999, 8000, 1, 1
test16_600_1_450, n, 1, 600, 600.635056, 0.008283, 0.006424, 5998, 6000, 1, 450
test17_400_1_1, n, 1, 400, 398.376074, 0.017377, 0.013630, 3983, 4000, 1, 1
test18_4000_1_600, n, 1, 4000, -0.000000, 0.000000, 0.000000, 0, 40000, 1, 600
test19_200_1_600, n, 1, 200, 200.012855, 0.013841, 0.007989, 1999, 2000, 1, 600
test20_4000_1_450, n, 1, 4000, -0.000000, 0.000000, 0.000000, 0, 40000, 1, 450
test21_1000_1_300, n, 1, 1000, 999.269158, 0.009929, 0.021684, 9992, 10000, 1, 300
test22_50_1_600, n, 1, 50, 50.005452, 0.010841, 0.010183, 499, 500, 1, 600
test23_50_1_1, n, 1, 50, 49.998020, 0.006200, 0.008954, 499, 500, 1, 1
test24_800_1_450, n, 1, 800, 805.476748, 0.011194, 0.010213, 7998, 8000, 1, 450
