name, version, nodes, throughput, goodput, mean, sd, rec, sent, batch_size, msg_size
batch_sizes_2_0_400_4_100, x, 4, 400, 163.422051, 4.433356, 4.238433, 3995, 4000, 100, 1
batch_sizes_2_1_4000_4_600, x, 4, 4000, 239.107860, 9.369503, 6.728730, 5483, 40000, 600, 1
batch_sizes_2_2_800_4_600, x, 4, 800, 291.399174, 5.269542, 4.775461, 6898, 8000, 600, 1
batch_sizes_2_3_200_4_99999999, x, 4, 200, 186.023559, 0.678270, 0.241934, 2000, 2000, 99999999, 1
batch_sizes_2_4_600_4_1, x, 4, 600, 6.179752, 11.865603, 6.776117, 147, 6000, 1, 1
batch_sizes_2_5_400_4_99999999, x, 4, 400, 332.758605, 1.236202, 0.636882, 4000, 4000, 99999999, 1
batch_sizes_2_6_50_4_1, x, 4, 50, 6.189510, 10.044776, 5.975718, 151, 500, 1, 1
batch_sizes_2_7_100_4_600, x, 4, 100, 98.175929, 0.491178, 0.117292, 1000, 1000, 600, 1
batch_sizes_2_8_2000_4_450, x, 4, 2000, 242.662744, 8.269203, 6.337307, 5732, 20000, 450, 1
batch_sizes_2_9_600_4_100, x, 4, 600, 169.447147, 5.886654, 5.049912, 4038, 6000, 100, 1
batch_sizes_2_10_200_4_50, x, 4, 200, 143.080364, 1.400415, 1.104659, 2000, 2000, 50, 1
batch_sizes_2_11_10_4_450, x, 4, 10, 10.204745, 0.336068, 0.046736, 100, 100, 450, 1
batch_sizes_2_12_800_4_100, x, 4, 800, 171.455857, 6.984452, 5.448446, 3959, 8000, 100, 1
batch_sizes_2_13_400_4_100, x, 4, 400, 163.775996, 4.363406, 4.244203, 3978, 4000, 100, 1
batch_sizes_2_14_50_4_300, x, 4, 50, 48.977266, 0.416194, 0.099111, 500, 500, 300, 1
batch_sizes_2_15_1500_4_300, x, 4, 1500, 262.270415, 7.753796, 6.244023, 6300, 15000, 300, 1
batch_sizes_2_16_400_4_600, x, 4, 400, 330.566279, 1.171832, 0.592693, 4000, 4000, 600, 1
batch_sizes_2_17_1_4_1, x, 4, 1, 1.112324, 0.475987, 0.105731, 10, 10, 1, 1
batch_sizes_2_18_600_4_450, x, 4, 600, 277.791606, 3.919137, 3.229043, 6000, 6000, 450, 1
batch_sizes_2_19_1_4_300, x, 4, 1, 1.121274, 0.462234, 0.094749, 10, 10, 300, 1
batch_sizes_2_20_1_4_100, x, 4, 1, 1.223560, 0.572959, 0.277007, 10, 10, 100, 1
batch_sizes_2_21_50_4_300, x, 4, 50, 50.994121, 0.397553, 0.082969, 500, 500, 300, 1
batch_sizes_2_22_600_4_99999999, x, 4, 600, 324.728047, 3.171089, 2.549015, 6000, 6000, 99999999, 1
batch_sizes_2_23_200_4_600, x, 4, 200, 187.946619, 0.728653, 0.263497, 2000, 2000, 600, 1
batch_sizes_2_24_200_4_100, x, 4, 200, 182.524737, 0.702764, 0.222793, 2000, 2000, 100, 1
batch_sizes_2_25_800_4_450, x, 4, 800, 272.056192, 5.590872, 4.673634, 6097, 8000, 450, 1
batch_sizes_2_26_10_4_100, x, 4, 10, 10.136259, 0.336129, 0.072478, 100, 100, 100, 1
batch_sizes_2_27_400_4_1, x, 4, 400, 5.952421, 11.463015, 6.800710, 146, 4000, 1, 1
batch_sizes_2_28_600_4_99999999, x, 4, 600, 332.037935, 3.405143, 2.473703, 6000, 6000, 99999999, 1
batch_sizes_2_29_4000_4_1, x, 4, 4000, 5.646729, 12.322852, 7.075557, 137, 40000, 1, 1
batch_sizes_2_30_1_4_600, x, 4, 1, 1.155575, 0.492976, 0.109697, 10, 10, 600, 1
batch_sizes_2_31_2000_4_1, x, 4, 2000, 5.613159, 12.206409, 6.865578, 137, 20000, 1, 1
batch_sizes_2_32_1500_4_50, x, 4, 1500, 107.271485, 8.510605, 6.599325, 2600, 15000, 50, 1
batch_sizes_2_33_1500_4_50, x, 4, 1500, 109.090910, 8.799609, 6.525059, 2600, 15000, 50, 1
batch_sizes_2_34_4000_4_100, x, 4, 4000, 156.881443, 9.635897, 6.993709, 3800, 40000, 100, 1
batch_sizes_2_35_10_4_1, x, 4, 10, 6.568677, 3.187289, 1.484572, 100, 100, 1, 1
