name, chained, nodes, throughput, goodput, mean, sd, rec, sent, batch_size, msg_size
test28_750_1_300, n, 1, 750, 750.084453, 0.007594, 0.005301, 7494, 7500, 1, 300
test29_500_1_100, n, 1, 500, 500.022257, 0.013029, 0.007544, 4994, 5000, 1, 100
test30_500_1_600, n, 1, 500, 519.858813, 0.018046, 0.038996, 4996, 5000, 1, 600
test31_750_1_300, n, 1, 750, 750.101996, 0.006901, 0.004748, 7491, 7500, 1, 300
test32_500_1_100, n, 1, 500, 500.049584, 0.018093, 0.013973, 4999, 5000, 1, 100
test33_750_1_100, n, 1, 750, 750.068159, 0.008850, 0.005215, 7499, 7500, 1, 100
test34_1000_1_50, n, 1, 1000, 1000.070273, 0.012237, 0.007058, 9982, 10000, 1, 50
test35_500_1_100, n, 1, 500, 500.038138, 0.017476, 0.013813, 4990, 5000, 1, 100
test36_750_1_300, n, 1, 750, 749.908985, 0.007339, 0.004772, 7490, 7500, 1, 300
test37_1000_1_50, n, 1, 1000, 999.999971, 0.012318, 0.007043, 9996, 10000, 1, 50
test38_750_1_50, n, 1, 750, 750.070738, 0.016226, 0.009426, 7484, 7500, 1, 50
test39_250_1_300, n, 1, 250, 250.061289, 0.018249, 0.011192, 2491, 2500, 1, 300
test40_250_1_100, n, 1, 250, 250.082275, 0.016296, 0.013122, 2490, 2500, 1, 100
test41_100_1_50, n, 1, 100, 100.093689, 0.011276, 0.011847, 999, 1000, 1, 50
test42_100_1_50, n, 1, 100, 100.088110, 0.012224, 0.012389, 999, 1000, 1, 50
test43_250_1_50, n, 1, 250, 250.076966, 0.016848, 0.013423, 2489, 2500, 1, 50
test44_1000_1_50, n, 1, 1000, 1000.025120, 0.012331, 0.006980, 9984, 10000, 1, 50
test45_1000_1_300, n, 1, 1000, 999.831928, 0.006988, 0.005565, 9995, 10000, 1, 300
test46_250_1_600, n, 1, 250, 250.199155, 0.011992, 0.007374, 2498, 2500, 1, 600
test47_750_1_100, n, 1, 750, 750.048447, 0.008792, 0.005239, 7493, 7500, 1, 100
test48_100_1_300, n, 1, 100, 100.098837, 0.013010, 0.012338, 997, 1000, 1, 300
test49_100_1_600, n, 1, 100, 100.118423, 0.015816, 0.012722, 997, 1000, 1, 600
test50_250_1_100, n, 1, 250, 250.084733, 0.016482, 0.013243, 2495, 2500, 1, 100
test51_250_1_100, n, 1, 250, 250.076896, 0.015874, 0.013037, 2494, 2500, 1, 100
test52_100_1_600, n, 1, 100, 100.095115, 0.015631, 0.012538, 999, 1000, 1, 600
test53_750_1_600, n, 1, 750, 0.000000, 0.000000, 0.000000, 0, 7500, 1, 600
test54_1000_1_100, n, 1, 1000, 1000.023701, 0.013256, 0.007584, 9983, 10000, 1, 100
test55_750_1_600, n, 1, 750, 0.000000, 0.000000, 0.000000, 0, 7500, 1, 600
test56_1000_1_100, n, 1, 1000, 999.987282, 0.006708, 0.003947, 9988, 10000, 1, 100
test57_250_1_300, n, 1, 250, 250.072191, 0.018150, 0.011076, 2498, 2500, 1, 300
test58_1000_1_300, n, 1, 1000, 1000.187917, 0.006893, 0.005549, 9999, 10000, 1, 300
test59_1000_1_600, n, 1, 1000, 0.000000, 0.000000, 0.000000, 0, 10000, 1, 600
