name, chained, nodes, throughput, goodput, mean, sd, rec, sent, batch_size, msg_size
test0_750_1_100, n, 1, 750, 750.031480, 0.017409, 0.010179, 7480, 7500, 1, 100
test1_500_1_50, n, 1, 500, 500.049953, 0.017775, 0.013630, 4985, 5000, 1, 50
test2_500_1_600, n, 1, 500, 521.593967, 0.018804, 0.042939, 4990, 5000, 1, 600
test3_500_1_600, n, 1, 500, 519.841005, 0.018365, 0.039339, 4997, 5000, 1, 600
test4_750_1_600, n, 1, 750, 0.000000, 0.000000, 0.000000, 0, 7500, 1, 600
test5_750_1_50, n, 1, 750, 749.961022, 0.016237, 0.009372, 7497, 7500, 1, 50
test6_250_1_50, n, 1, 250, 250.071231, 0.016856, 0.013407, 2499, 2500, 1, 50
test7_1000_1_600, n, 1, 1000, 0.000000, 0.000000, 0.000000, 0, 10000, 1, 600
test8_250_1_300, n, 1, 250, 250.058735, 0.018180, 0.011123, 2498, 2500, 1, 300
test9_500_1_300, n, 1, 500, 500.082583, 0.009930, 0.006317, 4991, 5000, 1, 300
test10_100_1_300, n, 1, 100, 100.092715, 0.013048, 0.012326, 999, 1000, 1, 300
test11_500_1_300, n, 1, 500, 500.078032, 0.008337, 0.005614, 4996, 5000, 1, 300
test12_100_1_600, n, 1, 100, 99.867978, 0.015213, 0.012335, 997, 1000, 1, 600
test13_500_1_300, n, 1, 500, 500.073506, 0.010113, 0.006526, 4994, 5000, 1, 300
test14_100_1_100, n, 1, 100, 100.086236, 0.012012, 0.012215, 997, 1000, 1, 100
test15_250_1_600, n, 1, 250, 250.215063, 0.011800, 0.006992, 2496, 2500, 1, 600
test16_1000_1_300, n, 1, 1000, 1000.237318, 0.007279, 0.006063, 9981, 10000, 1, 300
test17_500_1_50, n, 1, 500, 500.055641, 0.017554, 0.014002, 4987, 5000, 1, 50
test18_100_1_50, n, 1, 100, 100.087416, 0.012270, 0.012351, 996, 1000, 1, 50
test19_500_1_50, n, 1, 500, 499.507688, 0.017043, 0.013980, 4994, 5000, 1, 50
test20_100_1_100, n, 1, 100, 100.052468, 0.011916, 0.012137, 999, 1000, 1, 100
test21_750_1_50, n, 1, 750, 749.989365, 0.016213, 0.009362, 7489, 7500, 1, 50
test22_250_1_600, n, 1, 250, 250.219615, 0.012138, 0.007463, 2496, 2500, 1, 600
test23_100_1_100, n, 1, 100, 100.080975, 0.012503, 0.012414, 999, 1000, 1, 100
test24_1000_1_600, n, 1, 1000, 0.000000, 0.000000, 0.000000, 0, 10000, 1, 600
test25_100_1_300, n, 1, 100, 100.062588, 0.012941, 0.012260, 998, 1000, 1, 300
test26_1000_1_100, n, 1, 1000, 1000.047176, 0.006697, 0.003930, 9992, 10000, 1, 100
test27_250_1_50, n, 1, 250, 250.074452, 0.015949, 0.013126, 2492, 2500, 1, 50
