name, version, nodes, throughput, goodput, mean, sd, rec, sent, batch_size, msg_size
batch_sizes_7_1_2000_4_1, 1, 4, 2000, 17.011222, 16.156461, 10.052625, 593, 40000, 1, 1
batch_sizes_7_0_4000_4_75, 1, 4, 4000, 324.011521, 12.431809, 9.680013, 11250, 80000, 75, 1
batch_sizes_7_3_400_4_150, 1, 4, 400, 394.065085, 0.254287, 0.105009, 8000, 8000, 150, 1
batch_sizes_7_12_100_4_300, 1, 4, 100, 100.000000, 0.130683, 0.029440, 2000, 2000, 300, 1
batch_sizes_7_18_800_4_600, 1, 4, 800, 765.157983, 0.506859, 0.269237, 16000, 16000, 600, 1
batch_sizes_7_16_1_4_1200, 1, 4, 1, 1.000000, 0.145039, 0.067943, 20, 20, 1200, 1
batch_sizes_7_9_400_4_2400, 1, 4, 400, 395.336584, 0.242185, 0.097583, 8000, 8000, 2400, 1
batch_sizes_7_2_25_4_600, 1, 4, 25, 25.000000, 0.105883, 0.024520, 500, 500, 600, 1
batch_sizes_7_4_1600_4_75, 1, 4, 1600, 375.881936, 8.845623, 7.867191, 13109, 32000, 75, 1
batch_sizes_7_5_1600_4_150, 1, 4, 1600, 509.166746, 7.892262, 7.104209, 17624, 32000, 150, 1
batch_sizes_7_6_800_4_75, 1, 4, 800, 395.244532, 4.165459, 5.006390, 13770, 16000, 75, 1
batch_sizes_7_7_1_4_150, 1, 4, 1, 1.000000, 0.129136, 0.030348, 20, 20, 150, 1
batch_sizes_7_8_800_4_75, 1, 4, 800, 396.833222, 4.098552, 4.959417, 13788, 16000, 75, 1
batch_sizes_7_10_400_4_99999999, 1, 4, 400, 393.283127, 0.243203, 0.096233, 8000, 8000, ∞, 1
batch_sizes_7_11_50_4_2400, 1, 4, 50, 50.000000, 0.117442, 0.030019, 1000, 1000, 2400, 1
batch_sizes_7_13_100_4_75, 1, 4, 100, 99.742158, 0.133450, 0.046421, 2000, 2000, 75, 1
batch_sizes_7_14_200_4_1, 1, 4, 200, 18.250655, 14.517859, 8.970523, 635, 4000, 1, 1
batch_sizes_7_15_800_4_2400, 1, 4, 800, 768.385770, 0.529670, 0.272487, 16000, 16000, 2400, 1
batch_sizes_7_17_2000_4_1, 1, 4, 2000, 16.820898, 15.884691, 9.979624, 585, 40000, 1, 1
batch_sizes_7_19_4000_4_1, 1, 4, 4000, 16.165439, 16.101805, 10.163587, 562, 80000, 1, 1
batch_sizes_7_20_1400_4_75, 1, 4, 1400, 364.478758, 8.755846, 7.515187, 12653, 28000, 75, 1
batch_sizes_7_21_100_4_2400, 1, 4, 100, 99.710995, 0.131347, 0.035989, 2000, 2000, 2400, 1
batch_sizes_7_22_600_4_300, 1, 4, 600, 583.019226, 0.358605, 0.175748, 12000, 12000, 300, 1
batch_sizes_7_23_1600_4_1, 1, 4, 1600, 17.290966, 15.945607, 9.929211, 603, 32000, 1, 1
batch_sizes_7_24_50_4_600, 1, 4, 50, 50.000000, 0.114489, 0.024670, 1000, 1000, 600, 1
batch_sizes_7_25_600_4_1, 1, 4, 600, 18.083531, 15.556406, 9.575665, 631, 12000, 1, 1
batch_sizes_7_26_1600_4_1, 1, 4, 1600, 17.372937, 15.992551, 10.012416, 606, 32000, 1, 1
batch_sizes_7_27_50_4_1, 1, 4, 50, 18.261747, 9.609737, 6.193926, 637, 1000, 1, 1
batch_sizes_7_28_1600_4_99999999, 1, 4, 1600, 594.622972, 6.995320, 7.608972, 19485, 32000, ∞, 1
