name, version, nodes, throughput, goodput, mean, sd, rec, sent, batch_size, msg_size
batch_sizes_5_2_50_4_300, 5, 4, 50, 50.000000, 0.258926, 0.041217, 1000, 1000, 300, 1
batch_sizes_5_6_1600_4_300, 5, 4, 1600, 603.252271, 9.562289, 6.327083, 20525, 32000, 300, 1
batch_sizes_5_10_2000_4_300, 5, 4, 2000, 588.918026, 10.737594, 7.192091, 20100, 40000, 300, 1
batch_sizes_5_24_1400_4_300, 5, 4, 1400, 629.021491, 8.016183, 5.400616, 21218, 28000, 300, 1
batch_sizes_5_26_1400_4_300, 5, 4, 1400, 589.554954, 8.940133, 5.733528, 20134, 28000, 300, 1
batch_sizes_5_27_50_4_300, 5, 4, 50, 50.000000, 0.282884, 0.115642, 1000, 1000, 300, 1
batch_sizes_5_48_1_4_300, 5, 4, 1, 1.000000, 0.408964, 0.060657, 20, 20, 300, 1
batch_sizes_5_49_3000_4_300, 5, 4, 3000, 550.299841, 13.254773, 8.360708, 18600, 60000, 300, 1
batch_sizes_5_68_1_4_300, 5, 4, 1, 1.000000, 0.414869, 0.041792, 20, 20, 300, 1
batch_sizes_5_69_1400_4_300, 5, 4, 1400, 585.709302, 8.655757, 5.888290, 20167, 28000, 300, 1
batch_sizes_5_79_100_4_300, 5, 4, 100, 100.000000, 0.273932, 0.046181, 2000, 2000, 300, 1
batch_sizes_5_80_1800_4_300, 5, 4, 1800, 601.533203, 9.875699, 6.675166, 20400, 36000, 300, 1
batch_sizes_5_87_600_4_300, 5, 4, 600, 591.252906, 0.576452, 0.148420, 12000, 12000, 300, 1
batch_sizes_5_92_1600_4_300, 5, 4, 1600, 578.318280, 9.951185, 6.242102, 19835, 32000, 300, 1
batch_sizes_5_113_200_4_300, 5, 4, 200, 200.000000, 0.305355, 0.061016, 4000, 4000, 300, 1
batch_sizes_5_124_1800_4_300, 5, 4, 1800, 586.373792, 10.315169, 6.880863, 20100, 36000, 300, 1
batch_sizes_5_127_600_4_300, 5, 4, 600, 592.332342, 0.598475, 0.180472, 12000, 12000, 300, 1
batch_sizes_5_134_1000_4_300, 5, 4, 1000, 664.137806, 3.753689, 2.743132, 20000, 20000, 300, 1
batch_sizes_5_150_1600_4_300, 5, 4, 1600, 605.535198, 9.455942, 6.260949, 20560, 32000, 300, 1
batch_sizes_5_186_4000_4_300, 5, 4, 4000, 553.708801, 13.967663, 8.851778, 18853, 80000, 300, 1
batch_sizes_5_193_200_4_300, 5, 4, 200, 200.000000, 0.306831, 0.069813, 4000, 4000, 300, 1
batch_sizes_5_203_1000_4_300, 5, 4, 1000, 696.231857, 3.161802, 2.461772, 20000, 20000, 300, 1
batch_sizes_5_215_10_4_300, 5, 4, 10, 10.000000, 0.265056, 0.030195, 200, 200, 300, 1
batch_sizes_5_217_1_4_300, 5, 4, 1, 1.000000, 0.398024, 0.060054, 20, 20, 300, 1
batch_sizes_5_222_10_4_300, 5, 4, 10, 10.000000, 0.288946, 0.083500, 200, 200, 300, 1
batch_sizes_5_223_2000_4_300, 5, 4, 2000, 594.156626, 10.653660, 7.134443, 20400, 40000, 300, 1
batch_sizes_5_232_100_4_300, 5, 4, 100, 100.000000, 0.265430, 0.046634, 2000, 2000, 300, 1
batch_sizes_5_235_2000_4_300, 5, 4, 2000, 578.236582, 11.271833, 7.162518, 19686, 40000, 300, 1
batch_sizes_5_263_400_4_300, 5, 4, 400, 400.000000, 0.418275, 0.088491, 8000, 8000, 300, 1
batch_sizes_5_265_1800_4_300, 5, 4, 1800, 580.794139, 10.474663, 6.764714, 19831, 36000, 300, 1
batch_sizes_5_269_1000_4_300, 5, 4, 1000, 675.256519, 3.271958, 2.624029, 20000, 20000, 300, 1
batch_sizes_5_294_3000_4_300, 5, 4, 3000, 574.886595, 12.849724, 8.262465, 19849, 60000, 300, 1
batch_sizes_5_295_600_4_300, 5, 4, 600, 584.655654, 0.549959, 0.146936, 12000, 12000, 300, 1
batch_sizes_5_296_800_4_300, 5, 4, 800, 739.491184, 0.839028, 0.407383, 16000, 16000, 300, 1
batch_sizes_5_316_100_4_300, 5, 4, 100, 100.000000, 0.285038, 0.099369, 2000, 2000, 300, 1
batch_sizes_5_319_800_4_300, 5, 4, 800, 730.815426, 0.990923, 0.450205, 16000, 16000, 300, 1
batch_sizes_5_327_50_4_300, 5, 4, 50, 50.000000, 0.270959, 0.080120, 1000, 1000, 300, 1
batch_sizes_5_358_4000_4_300, 5, 4, 4000, 531.661260, 14.070058, 8.912988, 18000, 80000, 300, 1
batch_sizes_5_359_1200_4_300, 5, 4, 1200, 626.431586, 6.772226, 4.512147, 21359, 24000, 300, 1
batch_sizes_5_378_10_4_300, 5, 4, 10, 10.000000, 0.276153, 0.071254, 200, 200, 300, 1
batch_sizes_5_381_4000_4_300, 5, 4, 4000, 509.771558, 14.788349, 9.063797, 17514, 80000, 300, 1
batch_sizes_5_400_800_4_300, 5, 4, 800, 756.085574, 0.837530, 0.325573, 16000, 16000, 300, 1
batch_sizes_5_412_400_4_300, 5, 4, 400, 396.765882, 0.416575, 0.079144, 8000, 8000, 300, 1
batch_sizes_5_423_1200_4_300, 5, 4, 1200, 614.907225, 7.143425, 4.760777, 20640, 24000, 300, 1
batch_sizes_5_428_1200_4_300, 5, 4, 1200, 629.761415, 6.364459, 4.645270, 21610, 24000, 300, 1
batch_sizes_5_430_3000_4_300, 5, 4, 3000, 550.283096, 13.128074, 8.566011, 18900, 60000, 300, 1
