"filename", "language", "LaTeX", "XML", "Log", "Python", "Shell Script", "OCaml", "Markdown", "OCaml Interface", "capnp", "BibTeX", "comment", "blank", "total"
"/Users/marchhill/Documents/cam/2/dissertation/tests/separateServerTest/_build/default/client.ml", "OCaml", 0, 0, 0, 0, 0, -22, 0, 0, 0, 0, 0, -7, -29
"/Users/marchhill/Documents/cam/2/dissertation/tests/separateServerTest/_build/default/echo.ml", "OCaml", 0, 0, 0, 0, 0, -20, 0, 0, 0, 0, 0, -5, -25
"/Users/marchhill/Documents/cam/2/dissertation/tests/separateServerTest/_build/default/echo_api.capnp", "capnp", 0, 0, 0, 0, 0, 0, 0, 0, -4, 0, 0, -1, -5
"/Users/marchhill/Documents/cam/2/dissertation/tests/separateServerTest/_build/default/echo_api.ml", "OCaml", 0, 0, 0, 0, 0, -206, 0, 0, 0, 0, 0, -21, -227
"/Users/marchhill/Documents/cam/2/dissertation/tests/separateServerTest/_build/default/echo_api.mli", "OCaml Interface", 0, 0, 0, 0, 0, 0, 0, -100, 0, 0, 0, -10, -110
"/Users/marchhill/Documents/cam/2/dissertation/tests/separateServerTest/_build/default/server.ml", "OCaml", 0, 0, 0, 0, 0, -24, 0, 0, 0, 0, 0, -6, -30
"/Users/marchhill/Documents/cam/2/dissertation/tests/separateServerTest/client.ml", "OCaml", 0, 0, 0, 0, 0, -22, 0, 0, 0, 0, 0, -7, -29
"/Users/marchhill/Documents/cam/2/dissertation/tests/separateServerTest/echo.ml", "OCaml", 0, 0, 0, 0, 0, -20, 0, 0, 0, 0, 0, -5, -25
"/Users/marchhill/Documents/cam/2/dissertation/tests/separateServerTest/echo_api.capnp", "capnp", 0, 0, 0, 0, 0, 0, 0, 0, -4, 0, 0, -1, -5
"/Users/marchhill/Documents/cam/2/dissertation/tests/separateServerTest/server.ml", "OCaml", 0, 0, 0, 0, 0, -24, 0, 0, 0, 0, 0, -6, -30
"/Users/marchhill/Documents/cam/2/dissertation/writeup/chapters/conclusion.tex", "LaTeX", -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -10, -23
"/Users/marchhill/Documents/cam/2/dissertation/writeup/chapters/evaluation.tex", "LaTeX", -163, 0, 0, 0, 0, 0, 0, 0, 0, 0, -47, -77, -287
"/Users/marchhill/Documents/cam/2/dissertation/writeup/chapters/implementation.tex", "LaTeX", -383, 0, 0, 0, 0, 0, 0, 0, 0, 0, -83, -106, -572
"/Users/marchhill/Documents/cam/2/dissertation/writeup/chapters/introduction.tex", "LaTeX", -13, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -7, -21
"/Users/marchhill/Documents/cam/2/dissertation/writeup/chapters/preparation.tex", "LaTeX", -122, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -71, -197
"/Users/marchhill/Documents/cam/2/dissertation/writeup/chapters/proposal.tex", "LaTeX", -60, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -15, -83
"/Users/marchhill/Documents/cam/2/dissertation/writeup/main.log", "Log", 0, 0, -1206, 0, 0, 0, 0, 0, 0, 0, 0, -78, -1284
"/Users/marchhill/Documents/cam/2/dissertation/writeup/main.run.xml", "XML", 0, -79, 0, 0, 0, 0, 0, 0, 0, 0, -3, -1, -83
"/Users/marchhill/Documents/cam/2/dissertation/writeup/main.tex", "LaTeX", -133, 0, 0, 0, 0, 0, 0, 0, 0, 0, -19, -50, -202
"/Users/marchhill/Documents/cam/2/dissertation/writeup/ref.bib", "BibTeX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -560, 0, -44, -604
"Total", "-", -947, -79, -1390, -139, -5, -4966, -90, -264, -69, -568, -332, -939, -9788
